timestamp,RED,IR,GREEN,AMBIENT
137434560,48219.0,16581.0,71796.0,68990.0
137454549,48296.0,16617.0,71910.0,68777.0
137474544,48392.0,16660.0,72051.0,68766.0
137494533,48466.0,16692.0,72148.0,68861.0
137514512,48558.0,16730.0,72303.0,69045.0
137534501,48671.0,16770.0,72476.0,69312.0
137554496,48802.0,16814.0,72678.0,69662.0
137574485,48928.0,16859.0,72884.0,70073.0
137594480,49077.0,16910.0,73113.0,70545.0
137614469,49238.0,16979.0,73329.0,71114.0
137634448,49380.0,17027.0,73496.0,71765.0
137654437,49523.0,17086.0,73742.0,72469.0
137674432,49625.0,17134.0,73856.0,73133.0
137694421,49702.0,17162.0,73918.0,73675.0
137714416,49628.0,17142.0,73782.0,74089.0
137734405,49562.0,17124.0,73635.0,74375.0
137754384,49449.0,17096.0,73462.0,74496.0
137774373,49338.0,17069.0,73280.0,74360.0
137794368,49313.0,17066.0,73266.0,74005.0
137814357,49248.0,17055.0,73151.0,73421.0
137834368,49199.0,17042.0,73078.0,72663.0
137854357,49153.0,17033.0,73025.0,71926.0
137874320,49121.0,17026.0,72980.0,71269.0
137894309,49147.0,17028.0,73051.0,70763.0
137914304,49137.0,17021.0,73037.0,70499.0
137934293,49139.0,17021.0,73040.0,70363.0
137954272,49113.0,17008.0,73003.0,70235.0
137974261,49077.0,16987.0,72961.0,70069.0
137994256,49124.0,17009.0,73023.0,69812.0
138014245,49094.0,16995.0,72970.0,69337.0
138034240,48978.0,16948.0,72787.0,68692.0
138054229,48869.0,16920.0,72630.0,67938.0
138074208,48936.0,16953.0,72729.0,67128.0
138094197,49053.0,17001.0,72888.0,66431.0
138114192,49147.0,17033.0,73015.0,65935.0
138134181,49236.0,17056.0,73136.0,65590.0
138154160,49396.0,17113.0,73322.0,65351.0
138174149,49649.0,17200.0,73692.0,65152.0
138194144,49874.0,17284.0,73949.0,65024.0
138214133,50075.0,17359.0,74164.0,64949.0
138234128,50221.0,17413.0,74299.0,64868.0
138254117,50371.0,17460.0,74463.0,64799.0
138274096,50494.0,17519.0,74586.0,64816.0
138294085,50651.0,17575.0,74814.0,64858.0
138314080,50691.0,17596.0,74847.0,64939.0
