timestamp,Pressure
1428881713,101250.75
1429041717,101262.8515625
1429201721,101249.8046875
1429361724,101250.75
1429521728,101249.8046875
1429681823,101247.828125
1429841735,101248.7734375
1430001770,101251.8671875
1430161743,101253.8359375
1430321746,101254.8671875
1430481933,101258.984375
1430641754,101247.9140625
1430801757,101265.0859375
1430961761,101255.984375
1431122070,101263.109375
1431281829,101262.078125
1431441894,101267.140625
1431602081,101257.015625
1431761779,101251.0
1431921875,101257.09375
1432081787,101242.9296875
1432241821,101253.0625
1432401824,101260.1015625
1432561920,101243.9609375
1432721771,101249.0234375
1432881805,101263.1875
1433041809,101258.125
1433201812,101244.046875
1433361846,101240.0078125
1433521820,101240.0078125
1433681823,101250.140625
1433841827,101251.1640625
1434001953,101247.1328125
1434161834,101243.09375
1434321838,101251.1640625
1434481842,101243.09375
1434641845,101254.2578125
1434801849,101248.2421875
1434962005,101256.3125
1435121856,101251.25
1435281860,101249.2734375
1435442108,101254.3359375
1435601867,101250.3046875
1435761871,101251.3359375
1435921875,101251.3359375
1436081878,101255.3671875
1436241882,101252.359375
1436401885,101254.421875
1436561889,101255.453125
1436721923,101256.4765625
1436882080,101250.46875
1437041900,101259.5703125
1437201934,101259.5703125
1437361938,101249.515625
1437521911,101253.5546875
1437681884,101257.59375
1437841918,101264.7109375
1438001953,101259.7265625
1438161926,101246.59375
1438322174,101255.6953125
1438481933,101261.7890625
1438641937,101249.6796875
1438801940,101257.8359375
1438961944,101251.8203125
1439121948,101251.8203125
1439281951,101252.84375
1439441955,101258.9453125
1439601959,101259.96875
1439762268,101259.96875
1439921966,101245.8828125
1440081970,101250.9453125
1440241973,101261.078125
1440401977,101244.9296875
1440561981,101260.1328125
1440721984,101243.984375
1440881988,101249.046875
1441042053,101252.1328125
1441202392,101252.1328125
1441362213,101252.1328125
1441522430,101255.21875
1441682556,101251.1875
1441842864,101242.15625
1442002868,101248.2578125
1442163055,101248.2578125
1442322845,101249.28125
1442482055,101246.2734375
1442642211,101243.265625
1442802032,101257.4375
1442962066,101253.3984375
1443122100,101252.4453125
1443282073,101254.5078125
1443442016,101249.4375
1443602050,101254.5078125
1443762054,101249.4375
1443922058,101248.484375
1444082183,101244.4453125
1444242065,101244.5234375
1444402069,101260.6796875
1444562072,101243.5
1444722076,101252.6796875
1444882202,101242.546875
1445042083,101259.7265625
1445202087,101248.640625
1445362091,101248.640625
1445522308,101247.6875
1445682098,101246.65625
1445842102,101260.828125
1446002227,101261.859375
1446162109,101246.734375
1446322113,101246.734375
1446482116,101256.8671875
1446642120,101256.8671875
1446802124,101252.828125
1446962310,101250.8515625
1447122161,101263.9921875
1447282135,101255.9140625
1447442138,101254.9609375
1447602172,101254.9609375
1447762298,101249.8984375
1447922180,101254.9609375
1448082153,101254.9609375
1448242156,101250.921875
1448402282,101248.9453125
1448562286,101254.0078125
1448722167,101259.078125
1448882171,101259.078125
1449042175,101268.1796875
1449202178,101251.0
1449362182,101257.09375
1449522186,101251.0
1449682189,101253.0546875
1449842285,101258.125
1450002349,101247.03125
1450162200,101257.171875
1450322204,101249.09375
1450482208,101256.140625
1450642486,101255.109375
1450802215,101256.140625
1450962219,101249.09375
1451122222,101259.2265625
1451282592,101258.1953125
1451442321,101251.1484375
1451602233,101259.2265625
1451762237,101255.1875
1451922241,101260.2578125
1452082427,101261.28125
1452242370,101255.1875
1452402496,101253.203125
1452562652,101255.2578125
1452722534,101244.09375
1452882354,101249.1640625
1453042297,101253.203125
1453202301,101264.3671875
1453362274,101253.203125
1453522308,101251.21875
1453682312,101253.203125
1453842285,101259.296875
1454002288,101253.203125
1454162384,101259.296875
1454322296,101257.3203125
1454482299,101257.3203125
1454642303,101255.2578125
1454802307,101247.1796875
1454962463,101255.2578125
1455122314,101259.296875
1455282318,101251.21875
1455442321,101251.21875
1455602416,101257.3203125
1455762329,101248.2109375
1455922332,101247.1796875
1456082336,101261.359375
1456242340,101252.25
1456402343,101256.2890625
1456562347,101257.3203125
1456722351,101256.2890625
1456882354,101260.328125
1457042449,101251.296875
1457202362,101261.359375
1457362335,101259.375
1457522369,101258.34375
1457682403,101261.359375
1457842376,101249.2421875
1458002410,101246.2265625
1458162414,101261.4296875
1458322387,101257.3203125
1458482513,101259.375
1458642395,101252.25
1458802398,101256.2890625
1458962402,101263.4140625
1459122406,101259.375
1459282409,101261.4296875
1459442413,101246.2265625
1459602416,101246.2265625
1459762420,101254.3046875
1459922912,101261.359375
1460082427,101249.2421875
1460242431,101268.484375
1460402435,101255.3359375
1460562438,101268.484375
1460722442,101257.3203125
1460882446,101252.25
1461042449,101260.3984375
1461202453,101253.28125
1461362487,101262.3828125
1461522460,101260.3984375
1461682464,101252.3203125
1461842468,101261.4296875
1462002532,101257.390625
1462162475,101257.3203125
1462322509,101261.359375
1462482543,101255.3359375
1462642578,101257.3203125
1462802703,101266.421875
1462962860,101257.3203125
1463122497,101265.3984375
1463282562,101263.3359375
1463442535,101261.359375
1463602539,101268.40625
1463762573,101256.2890625
1463922546,101264.3671875
1464082611,101264.3671875
1464242523,101263.3359375
1464402496,101259.296875
1464562530,101266.3515625
1464722534,101253.203125
1464882537,101250.1953125
1465042541,101253.203125
1465202545,101260.2578125
1465362548,101268.3359375
1465522552,101261.28125
1465682556,101256.21875
1465842559,101251.1484375
1466002593,101261.2109375
1466162567,101258.1953125
1466322570,101263.265625
1466482574,101254.15625
1466642578,101264.21875
1466802581,101257.171875
1466962585,101254.0859375
1467122589,101259.1484375
1467282592,101267.2265625
1467442596,101257.09375
1467602600,101261.1328125
1467762603,101249.015625
1467922607,101265.171875
1468082641,101256.0625
1468242614,101248.9453125
1468402618,101251.0
1468562622,101251.953125
1468722625,101257.015625
1468882598,101255.9921875
1469042633,101251.953125
1469202636,101257.015625
1469362640,101257.96875
1469522644,101259.0
1469682647,101251.875
1469842651,101257.96875
1470002685,101255.9140625
1470162658,101254.890625
1470322662,101261.9375
1470482666,101257.8984375
1470642669,101250.7734375
1470802673,101255.8359375
1470962677,101263.9140625
1471122680,101254.8125
1471282684,101267.953125
1471442810,101254.8125
1471602691,101260.828125
1471762695,101260.828125
1471922698,101254.734375
1472082702,101260.828125
1472242828,101262.8125
1472402709,101262.8125
1472562713,101247.609375
1472722717,101256.71875
1472882843,101263.765625
1473042785,101254.65625
1473202850,101255.6875
1473363006,101260.6796875
1473523254,101268.75
1473682830,101264.71875
1473842773,101260.6796875
1474002777,101254.5859375
1474162750,101258.6171875
1474322906,101256.5625
1474482788,101261.6328125
1474642791,101259.5703125
1474802764,101258.5390625
1474962768,101251.4921875
1475122894,101257.515625
1475282775,101252.4453125
1475442779,101248.3359375
1475602783,101256.484375
1475763092,101254.4296875
1475922790,101268.5234375
