timestamp,X,Y,Z
1776092061450420,-8.53463077545166,5.281603813171387,1.9980400800704956
1776092061460826,-8.551396369934082,5.231308460235596,2.005823850631714
1776092061470439,-8.62025260925293,5.179815769195557,2.016002655029297
1776092061480541,-8.717849731445312,5.145686626434326,2.0249838829040527
1776092061490489,-8.826822280883789,5.134909152984619,2.0435452461242676
1776092061500469,-8.931604385375977,5.1492791175842285,2.0639028549194336
1776092061510478,-9.02920150756836,5.183408260345459,2.1028218269348145
1776092061520488,-9.105242729187012,5.231907367706299,2.1519196033477783
1776092061530498,-9.150748252868652,5.278011322021484,2.2123937606811523
1776092061540508,-9.157334327697754,5.316331386566162,2.2740654945373535
1776092061550517,-9.130390167236328,5.331300258636475,2.3351383209228516
1776092061560527,-9.079496383666992,5.324713706970215,2.3878285884857178
1776092061570537,-9.028003692626953,5.303158760070801,2.4333338737487793
1776092061580547,-8.984893798828125,5.290585041046143,2.471653938293457
1776092061590557,-8.957350730895996,5.281603813171387,2.4985978603363037
1776092061600597,-8.937591552734375,5.294177532196045,2.5153629779815674
1776092061610576,-8.924419403076172,5.345071792602539,2.521949291229248
1776092061622081,-8.923221588134766,5.543857574462891,2.5171592235565186
1776092061630596,-8.923221588134766,5.543857574462891,2.5171592235565186
1776092061640605,-8.929807662963867,5.651034355163574,2.522547960281372
1776092061650615,-8.928011894226074,5.707916259765625,2.5381157398223877
1776092061660625,-8.871728897094727,5.606128215789795,2.5848183631896973
1776092061670757,-8.858556747436523,5.492364883422852,2.623737335205078
1776092061680644,-8.911247253417969,5.3714165687561035,2.672236442565918
1776092061690654,-9.059737205505371,5.288788795471191,2.734506845474243
1776092061700664,-9.27947998046875,5.264838695526123,2.7698330879211426
1776092061710674,-9.50760555267334,5.311541557312012,2.772228240966797
1776092061720683,-9.662083625793457,5.417520523071289,2.7369017601013184
1776092061730693,-9.691422462463379,5.524697780609131,2.703970432281494
1776092061740703,-9.629152297973633,5.506734848022461,2.7273216247558594
1776092061750713,-9.602208137512207,5.33549165725708,2.8488686084747314
1776092061760845,-9.764470100402832,5.035516262054443,3.0698087215423584
1776092061770732,-10.211140632629395,4.71159029006958,3.346432685852051
1776092061780834,-10.83743667602539,4.544538497924805,3.5661752223968506
1776092061790752,-11.393678665161133,4.618185043334961,3.6266493797302246
1776092061800792,-11.580489158630371,4.89900016784668,3.4625909328460693
1776092061810771,-11.194891929626465,5.322319030761719,3.0416672229766846
1776092061820781,-10.227306365966797,5.772581577301025,2.4333338737487793
1776092061830791,-8.853167533874512,6.140814781188965,1.7375823259353638
1776092061840801,-7.328741550445557,6.392889976501465,1.063386082649231
1776092061850841,-5.899517059326172,6.526412010192871,0.4903790354728699
1776092061860820,-4.768472194671631,6.589879989624023,0.06526412069797516
1776092061870983,-4.023024082183838,6.6401753425598145,-0.21734748780727386
1776092061880840,-3.6667656898498535,6.708433151245117,-0.3849984407424927
1776092061890849,-3.6056928634643555,6.837164878845215,-0.4951690435409546
1776092061900859,-3.729635000228882,7.032358646392822,-0.579593300819397
1776092061910869,-3.9164459705352783,7.300600051879883,-0.6765913367271423
1776092061920879,-4.103855609893799,7.652667045593262,-0.7837681770324707
1776092061930889,-4.266118049621582,8.03227710723877,-0.8795687556266785
1776092061940959,-4.429577827453613,8.371769905090332,-0.937647819519043
1776092061950908,-4.62117862701416,8.623845100402832,-0.9705792665481567
1776092061960918,-4.871457576751709,8.772934913635254,-0.9981219172477722
1776092061970928,-5.182809352874756,8.817242622375488,-1.0160845518112183
1776092061980937,-5.5318827629089355,8.742997169494629,-1.0071032047271729
1776092061990947,-5.857005596160889,8.54780387878418,-0.9292652606964111
1776092062000987,-6.113871097564697,8.303511619567871,-0.7699968814849854
1776092062010967,-6.282120704650879,8.139453887939453,-0.5688157081604004
1776092062020976,-6.371933460235596,8.2113037109375,-0.3832021653652191
1776092062030986,-6.404865264892578,8.5735502243042,-0.2628527283668518
1776092062040996,-6.383309841156006,9.117218017578125,-0.19818738102912903
1776092062051006,-6.304873466491699,9.666873931884766,-0.17244097590446472
1776092062061016,-6.170153617858887,10.040495872497559,-0.14849084615707397
1776092062071025,-6.013879299163818,10.178807258605957,-0.11376314610242844
1776092062081035,-5.871974468231201,10.099173545837402,-0.062270354479551315
1776092062091045,-5.755816459655762,9.913559913635254,-0.01257382147014141
1776092062101024,-5.654626846313477,9.697409629821777,0.009580054320394993
1776092062111064,-5.52769136428833,9.492037773132324,-0.032931435853242874
1776092062121257,-5.343873977661133,9.286664962768555,-0.12513945996761322
1776092062131084,-5.097187519073486,9.057342529296875,-0.2628527283668518
1776092062141094,-4.800804615020752,8.82083511352539,-0.4197261333465576
1776092062151103,-4.4828667640686035,8.632826805114746,-0.5813895463943481
1776092062161113,-4.196662425994873,8.549599647521973,-0.7628118395805359
1776092062171123,-3.9888951778411865,8.553791046142578,-0.9538141489028931
1776092062181133,-3.8960883617401123,8.598697662353516,-1.1484090089797974
1776092062191142,-3.934408664703369,8.669350624084473,-1.3256399631500244
1776092062201183,-4.042782783508301,8.70407772064209,-1.4759271144866943
1776092062211162,-4.148163318634033,8.713658332824707,-1.5932828187942505
1776092062221172,-4.189477443695068,8.66875171661377,-1.674114465713501
1776092062231182,-4.156546115875244,8.507686614990234,-1.70465087890625
1776092062241191,-4.078708171844482,8.216094017028809,-1.698663353919983
1776092062251201,-4.011647701263428,7.832891941070557,-1.6771082878112793
1776092062261211,-3.9906914234161377,7.41316556930542,-1.649565577507019
1776092062271221,-4.045776844024658,7.042537212371826,-1.6262142658233643
1776092062281413,-4.184088706970215,6.804233551025391,-1.608850359916687
1776092062291240,-4.415207386016846,6.72340202331543,-1.5860977172851562
1776092062301311,-4.712189197540283,6.789264678955078,-1.5471787452697754
1776092062311260,-5.035516262054443,6.962903022766113,-1.507062315940857
1776092062321269,-5.31273889541626,7.177257061004639,-1.4717358350753784
1776092062331279,-5.510926246643066,7.371851921081543,-1.4406006336212158
1776092062341289,-5.642053127288818,7.5502800941467285,-1.4190455675125122
1776092062351299,-5.7456374168396,7.689190864562988,-1.3777315616607666
1776092062361308,-5.868381977081299,7.805349349975586,-1.2849247455596924
1776092062371288,-6.031242847442627,7.883785724639893,-1.1238601207733154
1776092062381297,-6.213862895965576,8.002938270568848,-0.9160926938056946
1776092062391521,-6.3689398765563965,8.13586139678955,-0.6801838278770447
1776092062401378,-6.447975158691406,8.310098648071289,-0.46523138880729675
1776092062411357,-6.446178913116455,8.488527297973633,-0.2850066125392914
1776092062421367,-6.4084577560424805,8.616061210632324,-0.15926840901374817
1776092062431377,-6.437796592712402,8.769941329956055,-0.1365157812833786
1776092062441387,-6.607243537902832,9.039978981018066,-0.20297740399837494
1776092062451396,-6.902429103851318,9.292054176330566,-0.3101542592048645
1776092062461406,-7.2580885887146,9.435754776000977,-0.38020840287208557
1776092062471416,-7.586804389953613,9.311812400817871,-0.3047654926776886
1776092062481487,-7.859237194061279,8.839995384216309,-0.032332684844732285
1776092062491435,-8.267586708068848,7.710147380828857,0.8149033784866333
1776092062501476,-8.421466827392578,7.43112850189209,1.1933155059814453
1776092062511455,-8.562772750854492,7.455677509307861,1.3962929248809814
1776092062521465,-8.698689460754395,7.696974754333496,1.4244343042373657
1776092062531474,-8.686115264892578,7.9927592277526855,1.2166669368743896
1776092062541484,-8.349616050720215,8.198131561279297,0.8155021071434021
1776092062551494,-7.619136810302734,8.14843463897705,0.2778215706348419
1776092062561504,-6.624607563018799,7.903544902801514,-0.2784203290939331
1776092062571544,-5.588764190673828,7.549681663513184,-0.7167078256607056
1776092062581523,-4.79421854019165,7.242521286010742,-0.9604004621505737
1776092062591533,-4.299049377441406,7.158695697784424,-0.9945293664932251
1776092062601573,-4.0499677658081055,7.328741550445557,-0.8975313305854797
1776092062611553,-3.9703338146209717,7.7203264236450195,-0.7418554425239563
1776092062621562,-4.007456302642822,8.156817436218262,-0.5466618537902832
1776092062631572,-4.191872596740723,8.553192138671875,-0.347875714302063
1776092062641582,-4.45472526550293,8.74120044708252,-0.11496065557003021
1776092062651592,-4.71159029006958,8.706473350524902,0.1311269998550415
1776092062661601,-4.8672661781311035,8.537025451660156,0.3353019058704376
1776092062671611,-4.8457112312316895,8.339437484741211,0.47062015533447266
1776092062681621,-4.658900260925293,8.21310043334961,0.49157652258872986
1776092062691631,-4.414010047912598,8.246031761169434,0.41194233298301697
1776092062701641,-4.203248977661133,8.432244300842285,0.2586614787578583
1776092062711650,-4.069726943969727,8.696294784545898,0.07005414366722107
1776092062721660,-3.99428391456604,8.982498168945312,-0.11376314610242844
1776092062731700,-3.9499762058258057,9.235172271728516,-0.2897966504096985
1776092062741680,-3.8960883617401123,9.430964469909668,-0.43828749656677246
