timestamp,RED,IR,GREEN,AMBIENT
1776170821502120,105486.0,30576.0,134371.0,19117.0
1776170821522109,105320.0,30647.0,134062.0,19225.0
1776170821541976,105223.0,30655.0,133885.0,19275.0
1776170821561965,105045.0,30662.0,133530.0,19330.0
1776170821581954,104702.0,30676.0,132949.0,19379.0
1776170821601943,104262.0,30584.0,132238.0,19291.0
1776170821621932,103865.0,30471.0,131673.0,19227.0
1776170821641921,103668.0,30408.0,131379.0,19233.0
1776170821661910,103519.0,30329.0,131115.0,19212.0
1776170821681899,103544.0,30381.0,131274.0,19317.0
1776170821701888,103925.0,30430.0,131895.0,19272.0
1776170821721877,103655.0,30400.0,131392.0,19165.0
1776170821744277,103239.0,30345.0,130635.0,19107.0
1776170821764266,103212.0,30300.0,130635.0,19086.0
1776170821781996,103434.0,30341.0,130985.0,19116.0
1776170821801985,103467.0,30364.0,131028.0,19129.0
1776170821821974,103338.0,30357.0,130807.0,19111.0
1776170821841902,103333.0,30377.0,130814.0,19116.0
1776170821861891,103397.0,30424.0,130919.0,19157.0
1776170821881880,103461.0,30473.0,131025.0,19218.0
1776170821901869,103598.0,30529.0,131240.0,19305.0
1776170821921858,103714.0,30603.0,131424.0,19437.0
1776170821941847,103893.0,30678.0,131736.0,19637.0
1776170821961836,104145.0,30775.0,132151.0,19933.0
1776170821981825,104393.0,30893.0,132591.0,20324.0
1776170822001814,104723.0,31023.0,133178.0,20815.0
1776170822021803,104998.0,31015.0,133742.0,21259.0
1776170822041792,105183.0,30869.0,134180.0,21621.0
1776170822061781,105283.0,30706.0,134445.0,21921.0
1776170822081770,105330.0,30622.0,134611.0,22221.0
1776170822101759,105460.0,30626.0,134908.0,22562.0
1776170822121748,105573.0,30590.0,135162.0,22767.0
1776170822141737,105643.0,30449.0,135398.0,22887.0
1776170822161726,105725.0,30439.0,135694.0,23180.0
1776170822181715,105786.0,30430.0,135816.0,23426.0
1776170822201705,105745.0,30414.0,135807.0,23634.0
1776170822221694,105736.0,30491.0,135801.0,23893.0
1776170822241683,105638.0,30562.0,135658.0,24005.0
1776170822261672,105555.0,30602.0,135519.0,24017.0
1776170822281661,105482.0,30531.0,135438.0,23855.0
1776170822301650,105493.0,30430.0,135501.0,23761.0
1776170822321639,105541.0,30329.0,135592.0,23753.0
