timestamp,Temperature
490940246,19.749649047851562
491100250,19.754100799560547
491260253,19.754100799560547
491420379,19.75855255126953
491580261,19.7674560546875
491740264,19.75855255126953
491900268,19.763004302978516
492060272,19.7674560546875
492220275,19.771907806396484
492380493,19.7674560546875
492540344,19.771907806396484
492700469,19.77635955810547
492860809,19.77635955810547
493020263,19.77635955810547
493180358,19.780811309814453
493340332,19.77635955810547
493500305,19.77635955810547
493660339,19.780811309814453
493820343,19.780811309814453
493980346,19.785263061523438
494140319,19.785263061523438
494300415,19.785263061523438
494460510,19.789714813232422
494620330,19.785263061523438
494780334,19.785263061523438
494940338,19.794166564941406
495100341,19.79861831665039
495260345,19.794166564941406
495420349,19.803070068359375
495580322,19.79861831665039
495740478,19.794166564941406
495900360,19.803070068359375
496060363,19.811975479125977
496220367,19.803070068359375
496380371,19.803070068359375
496540374,19.803070068359375
496700378,19.811975479125977
496860382,19.807523727416992
497020385,19.811975479125977
497180572,19.811975479125977
497340393,19.820878982543945
497500396,19.820878982543945
497660369,19.820878982543945
497820434,19.820878982543945
497980560,19.82533073425293
498140411,19.829782485961914
498300415,19.838685989379883
498460449,19.838685989379883
498620635,19.8342342376709
498780456,19.843137741088867
498940399,19.838685989379883
499100463,19.838685989379883
499260498,19.84758949279785
499420501,19.852041244506836
499580657,19.852041244506836
499741851,19.852041244506836
499901794,19.85649299621582
500061798,19.85649299621582
500221679,19.860944747924805
500382019,19.86539649963379
500541412,19.874300003051758
500701507,19.869848251342773
500861236,19.86539649963379
501021118,19.874300003051758
501181030,19.869848251342773
501340942,19.874300003051758
501501007,19.883203506469727
501660949,19.878751754760742
501820953,19.878751754760742
501981048,19.883203506469727
502140869,19.89655876159668
502300933,19.883203506469727
502460723,19.878751754760742
502620635,19.892107009887695
502780578,19.88765525817871
502940795,19.892107009887695
503100769,19.901010513305664
503260925,19.892107009887695
503420562,19.901010513305664
503580566,19.89655876159668
503740570,19.90546226501465
503900573,19.901010513305664
504060546,19.909914016723633
504220581,19.909914016723633
504381713,19.914365768432617
504540557,19.909914016723633
504700561,19.9188175201416
504860565,19.9188175201416
505020568,19.9188175201416
505180572,19.9188175201416
