timestamp,RED,IR,GREEN,AMBIENT
490824224,40381.0,14703.0,54952.0,63925.0
490844213,40353.0,14685.0,54915.0,64019.0
490864192,40339.0,14679.0,54896.0,64114.0
490884181,40338.0,14685.0,54895.0,64253.0
490904192,40323.0,14683.0,54869.0,64383.0
490924181,40289.0,14657.0,54805.0,64534.0
490944160,40252.0,14646.0,54748.0,64773.0
490964149,40235.0,14637.0,54732.0,65108.0
490984128,40265.0,14650.0,54779.0,65546.0
491004117,40258.0,14655.0,54763.0,66027.0
491024128,40291.0,14658.0,54819.0,66442.0
491044117,40307.0,14667.0,54854.0,66794.0
491064096,40316.0,14665.0,54834.0,67127.0
491084085,40338.0,14682.0,54878.0,67337.0
491104064,40324.0,14672.0,54867.0,67445.0
491124053,40333.0,14675.0,54888.0,67411.0
491144064,40322.0,14670.0,54846.0,67275.0
491164053,40342.0,14674.0,54867.0,67076.0
491184032,40365.0,14683.0,54897.0,66868.0
491204021,40392.0,14697.0,54936.0,66623.0
491224000,40398.0,14694.0,54918.0,66449.0
491243989,40417.0,14710.0,54968.0,66324.0
491264000,40454.0,14724.0,54999.0,66218.0
491283989,40456.0,14716.0,54991.0,66107.0
491303968,40426.0,14700.0,54964.0,65943.0
491323957,40406.0,14698.0,54932.0,65695.0
491343936,40347.0,14659.0,54860.0,65392.0
491363925,40266.0,14624.0,54747.0,65094.0
491383936,40199.0,14604.0,54658.0,64796.0
491403925,40201.0,14605.0,54651.0,64529.0
491423904,40210.0,14609.0,54658.0,64362.0
491443893,40201.0,14606.0,54675.0,64243.0
491464096,40212.0,14609.0,54686.0,64139.0
491484085,40222.0,14613.0,54698.0,64060.0
491503840,40249.0,14628.0,54724.0,63981.0
491523829,40233.0,14619.0,54709.0,63881.0
491543840,40247.0,14623.0,54726.0,63733.0
491563829,40240.0,14630.0,54700.0,63601.0
491583808,40233.0,14621.0,54679.0,63549.0
491603797,40239.0,14620.0,54706.0,63570.0
491623776,40233.0,14614.0,54691.0,63669.0
491643765,40210.0,14609.0,54659.0,63800.0
491663776,40226.0,14618.0,54683.0,63907.0
491683765,40259.0,14632.0,54746.0,63947.0
491703744,40267.0,14638.0,54745.0,63919.0
491723733,40272.0,14632.0,54729.0,63895.0
491743712,40261.0,14631.0,54750.0,63875.0
491763701,40259.0,14628.0,54739.0,63854.0
491783712,40216.0,14615.0,54686.0,63869.0
491803701,40183.0,14589.0,54643.0,63872.0
491823680,40191.0,14606.0,54643.0,63828.0
491843669,40193.0,14602.0,54635.0,63781.0
491863680,40184.0,14600.0,54629.0,63731.0
491883669,40191.0,14610.0,54639.0,63675.0
491903648,40215.0,14613.0,54669.0,63610.0
491923637,40214.0,14615.0,54661.0,63544.0
491943616,40233.0,14626.0,54707.0,63439.0
491963605,40236.0,14621.0,54695.0,63364.0
491983584,40240.0,14617.0,54686.0,63278.0
492003573,40212.0,14607.0,54666.0,63194.0
492023584,40216.0,14612.0,54677.0,63058.0
492043573,40246.0,14625.0,54722.0,62872.0
492063552,40253.0,14626.0,54716.0,62661.0
492083541,40246.0,14617.0,54696.0,62451.0
492103520,40242.0,14622.0,54698.0,62214.0
492123509,40251.0,14621.0,54707.0,61902.0
492143488,40248.0,14625.0,54706.0,61566.0
492163477,40274.0,14633.0,54744.0,61129.0
492183488,40272.0,14634.0,54752.0,60622.0
492203477,40273.0,14645.0,54724.0,60090.0
492223456,40311.0,14654.0,54759.0,59539.0
492243445,40320.0,14668.0,54783.0,59009.0
492263424,40307.0,14659.0,54730.0,58510.0
492283413,40266.0,14638.0,54639.0,58151.0
492303424,40332.0,14676.0,54759.0,57902.0
492323413,40559.0,14774.0,55077.0,57658.0
492343456,40653.0,14821.0,55193.0,57432.0
492363445,40733.0,14851.0,55302.0,57148.0
492383360,40868.0,14920.0,55494.0,56822.0
492403349,41128.0,15036.0,55807.0,56474.0
492423360,41277.0,15096.0,56038.0,56159.0
492443349,41406.0,15157.0,56164.0,55908.0
492464128,41552.0,15224.0,56379.0,55660.0
492484117,41620.0,15250.0,56445.0,55518.0
492503296,41635.0,15256.0,56463.0,55486.0
492523285,41639.0,15253.0,56468.0,55500.0
