timestamp,RED,IR,GREEN,AMBIENT
1131502336,41059.0,15060.0,55712.0,42155.0
1131522325,41069.0,15063.0,55730.0,42123.0
1131542272,41052.0,15058.0,55689.0,42101.0
1131562261,41054.0,15057.0,55709.0,42056.0
1131582208,41050.0,15050.0,55684.0,42028.0
1131602197,41038.0,15054.0,55677.0,42001.0
1131622272,41032.0,15050.0,55685.0,41977.0
1131642261,41033.0,15051.0,55679.0,41953.0
1131662208,41035.0,15052.0,55680.0,41936.0
1131682197,41028.0,15048.0,55673.0,41903.0
1131702144,41041.0,15050.0,55710.0,41864.0
1131722133,41062.0,15053.0,55733.0,41817.0
1131742208,41085.0,15062.0,55770.0,41747.0
1131762197,41107.0,15077.0,55805.0,41673.0
1131782144,41115.0,15075.0,55812.0,41604.0
1131802133,41128.0,15080.0,55835.0,41537.0
1131822080,41150.0,15086.0,55866.0,41476.0
1131842069,41151.0,15088.0,55864.0,41424.0
1131862144,41148.0,15081.0,55870.0,41358.0
1131882133,41157.0,15088.0,55874.0,41331.0
1131902080,41129.0,15079.0,55812.0,41352.0
1131922069,41110.0,15057.0,55769.0,41406.0
1131942016,41048.0,15039.0,55652.0,41487.0
1131962005,41013.0,15012.0,55604.0,41516.0
1131982080,40976.0,14999.0,55526.0,41497.0
1132002069,40912.0,14976.0,55447.0,41423.0
1132022144,40917.0,14974.0,55454.0,41270.0
1132042133,40933.0,14986.0,55506.0,41064.0
1132062080,40947.0,14988.0,55518.0,40874.0
1132082048,40965.0,14998.0,55539.0,40732.0
1132102037,40996.0,15011.0,55581.0,40671.0
1132121984,41031.0,15027.0,55630.0,40726.0
1132141952,41075.0,15049.0,55704.0,40893.0
1132161941,41130.0,15072.0,55800.0,41183.0
1132181888,41201.0,15105.0,55919.0,41581.0
1132201984,41291.0,15138.0,56034.0,42083.0
1132221973,41197.0,15108.0,55882.0,42740.0
1132241920,41090.0,15051.0,55764.0,43456.0
1132262016,40936.0,14985.0,55564.0,44313.0
1132282005,40883.0,14972.0,55526.0,45245.0
1132301952,40891.0,14969.0,55521.0,46266.0
1132321920,40802.0,14940.0,55440.0,47463.0
1132341909,40725.0,14905.0,55342.0,48976.0
1132361856,40787.0,14936.0,55417.0,50823.0
1132381824,40857.0,14964.0,55497.0,52995.0
1132401813,40902.0,14975.0,55568.0,55328.0
1132421760,40928.0,14983.0,55590.0,57705.0
1132441856,40952.0,14983.0,55625.0,59776.0
1132461845,40968.0,14990.0,55644.0,61967.0
1132481792,40993.0,14997.0,55658.0,64018.0
1132501760,41051.0,15013.0,55758.0,65858.0
1132521749,41092.0,15028.0,55825.0,67629.0
1132541696,41212.0,15073.0,55993.0,69301.0
1132561792,41163.0,15049.0,55940.0,70924.0
1132581781,41090.0,15021.0,55869.0,72661.0
1132601728,41039.0,14992.0,55757.0,74545.0
1132621696,41041.0,14989.0,55761.0,76239.0
1132641685,41013.0,14971.0,55692.0,78019.0
1132661632,41050.0,14998.0,55779.0,79615.0
1132701696,41079.0,14995.0,55794.0,80996.0
1132721685,41113.0,15010.0,55849.0,82050.0
1132741632,41103.0,14998.0,55837.0,82764.0
1132761621,41075.0,14988.0,55809.0,83103.0
1132781568,41126.0,15002.0,55842.0,82992.0
1132801557,41132.0,15013.0,55866.0,82353.0
1132821632,41157.0,15009.0,55882.0,81405.0
1132841621,41061.0,14968.0,55737.0,80446.0
1132861568,41007.0,14944.0,55684.0,79544.0
1132881557,41049.0,14969.0,55770.0,78691.0
1132901504,41137.0,15002.0,55930.0,78025.0
1132921493,41215.0,15038.0,56060.0,77507.0
1132941568,41190.0,15025.0,56009.0,77182.0
1132961557,41201.0,15027.0,56000.0,76982.0
1132981504,41228.0,15027.0,56041.0,77005.0
1133001493,41241.0,15038.0,56068.0,77274.0
1133021440,41248.0,15031.0,56034.0,77720.0
1133041429,41193.0,15009.0,55925.0,78304.0
1133061504,41158.0,14992.0,55912.0,78900.0
1133081493,41115.0,14970.0,55823.0,79501.0
1133101440,40960.0,14906.0,55590.0,80136.0
1133121429,40958.0,14903.0,55632.0,80678.0
1133141376,41070.0,14955.0,55848.0,81086.0
1133161365,41217.0,15013.0,56041.0,81254.0
1133181440,41177.0,14980.0,55931.0,81428.0
1133201429,41039.0,14927.0,55685.0,81657.0
1133221376,40883.0,14857.0,55454.0,81922.0
1133241365,40735.0,14799.0,55160.0,82132.0
1133261568,40642.0,14762.0,55029.0,82446.0
1133281557,40637.0,14758.0,54983.0,82847.0
1133301248,40556.0,14728.0,54900.0,83493.0
1133321237,40596.0,14744.0,54983.0,84386.0
1133341312,40700.0,14788.0,55193.0,85728.0
1133361301,40872.0,14864.0,55456.0,87472.0
1133381248,41012.0,14921.0,55650.0,89563.0
1133401237,41138.0,14980.0,55863.0,91687.0
1133421184,41230.0,14999.0,55982.0,93626.0
1133441173,41245.0,15007.0,56004.0,95705.0
1133461248,41252.0,15011.0,55990.0,97677.0
1133481237,41299.0,15019.0,56031.0,99582.0
1133501184,41267.0,15011.0,55963.0,101486.0
1133521173,41179.0,14968.0,55836.0,103352.0
1133541120,41067.0,14917.0,55640.0,105215.0
1133561109,41002.0,14892.0,55531.0,107193.0
1133581184,41000.0,14896.0,55506.0,109355.0
1133601173,41045.0,14909.0,55538.0,111796.0
1133621120,41079.0,14915.0,55579.0,114360.0
