timestamp,RED,IR,GREEN,AMBIENT
1358728448,59463.0,24056.0,81192.0,66111.0
1358748437,59464.0,24053.0,81205.0,66201.0
1358768384,59459.0,24055.0,81207.0,66287.0
1358788373,59456.0,24046.0,81189.0,66391.0
1358808448,59435.0,24033.0,81152.0,66484.0
1358828437,59439.0,24029.0,81149.0,66606.0
1358848384,59425.0,24018.0,81117.0,66735.0
1358868373,59420.0,24022.0,81115.0,66865.0
1358888320,59394.0,24003.0,81067.0,67036.0
1358908309,59357.0,23998.0,81044.0,67186.0
1358928384,59358.0,23999.0,81056.0,67279.0
1358948373,59370.0,23996.0,81045.0,67392.0
1358968320,59339.0,23985.0,81004.0,67533.0
1358988309,59323.0,23976.0,80964.0,67653.0
1359008256,59303.0,23960.0,80926.0,67789.0
1359028245,59324.0,23977.0,80970.0,67880.0
1359048320,59350.0,23977.0,81025.0,67988.0
1359068309,59347.0,23988.0,81032.0,68105.0
1359088256,59335.0,23985.0,81014.0,68244.0
1359108245,59315.0,23971.0,80979.0,68380.0
1359128192,59319.0,23964.0,80945.0,68450.0
1359148181,59298.0,23962.0,80918.0,68542.0
1359168256,59291.0,23961.0,80913.0,68620.0
1359188245,59284.0,23960.0,80914.0,68708.0
1359208192,59262.0,23964.0,80898.0,68784.0
1359228181,59242.0,23951.0,80883.0,68882.0
1359248128,59238.0,23942.0,80878.0,68941.0
1359268117,59235.0,23950.0,80871.0,69009.0
1359288192,59242.0,23949.0,80884.0,69085.0
1359308181,59226.0,23940.0,80887.0,69150.0
1359328128,59225.0,23939.0,80882.0,69208.0
1359348117,59222.0,23935.0,80867.0,69267.0
1359368064,59216.0,23931.0,80861.0,69310.0
1359388053,59239.0,23938.0,80890.0,69369.0
1359408128,59244.0,23949.0,80892.0,69415.0
1359428117,59235.0,23950.0,80885.0,69464.0
1359448064,59228.0,23938.0,80870.0,69491.0
1359468053,59217.0,23943.0,80853.0,69543.0
1359488000,59207.0,23941.0,80850.0,69579.0
1359507989,59203.0,23946.0,80858.0,69623.0
1359528320,59206.0,23941.0,80848.0,69691.0
1359548309,59216.0,23957.0,80861.0,69735.0
1359568000,59225.0,23960.0,80854.0,69776.0
1359587989,59231.0,23960.0,80861.0,69850.0
1359607936,59237.0,23968.0,80880.0,69897.0
1359627925,59235.0,23969.0,80875.0,69930.0
1359648000,59223.0,23967.0,80858.0,69968.0
1359667989,59202.0,23964.0,80851.0,70022.0
1359687936,59193.0,23967.0,80830.0,70061.0
1359707925,59189.0,23961.0,80802.0,70114.0
1359727872,59195.0,23974.0,80828.0,70159.0
1359747861,59190.0,23980.0,80821.0,70199.0
1359767936,59177.0,23973.0,80787.0,70274.0
1359787925,59162.0,23974.0,80778.0,70329.0
1359807872,59178.0,23979.0,80814.0,70351.0
1359827861,59210.0,23996.0,80856.0,70358.0
1359847808,59195.0,23993.0,80838.0,70395.0
1359867797,59182.0,23983.0,80823.0,70471.0
1359887872,59158.0,23981.0,80812.0,70510.0
1359907861,59157.0,23983.0,80821.0,70533.0
1359927808,59171.0,23988.0,80814.0,70543.0
1359947797,59187.0,23991.0,80815.0,70553.0
1359967744,59187.0,24000.0,80820.0,70545.0
1359987733,59174.0,23988.0,80814.0,70546.0
1360007808,59183.0,24006.0,80815.0,70567.0
1360027797,59205.0,24019.0,80876.0,70572.0
1360047744,59227.0,24024.0,80886.0,70625.0
1360067733,59246.0,24049.0,80909.0,70674.0
1360087680,59263.0,24048.0,80918.0,70752.0
1360107669,59257.0,24048.0,80913.0,70781.0
1360127744,59222.0,24044.0,80883.0,70857.0
1360147733,59181.0,24034.0,80847.0,70966.0
1360167680,59221.0,24046.0,80894.0,70993.0
1360187669,59306.0,24084.0,81019.0,71062.0
1360207616,59362.0,24126.0,81105.0,71243.0
1360227605,59361.0,24134.0,81128.0,71454.0
1360247680,59330.0,24125.0,81068.0,71595.0
1360267669,59316.0,24102.0,80958.0,71721.0
1360287616,59277.0,24084.0,80898.0,71849.0
1360307605,59183.0,24048.0,80784.0,71947.0
1360327552,59125.0,24025.0,80723.0,72013.0
1360347541,59105.0,24028.0,80736.0,71974.0
1360367616,59134.0,24044.0,80803.0,71956.0
1360387605,59142.0,24050.0,80822.0,71972.0
1360407552,59201.0,24070.0,80865.0,71839.0
1360427541,59236.0,24087.0,80871.0,71695.0
1360447488,59256.0,24096.0,80915.0,71550.0
1360467477,59261.0,24103.0,80905.0,71451.0
1360487552,59246.0,24090.0,80869.0,71359.0
1360507541,59224.0,24084.0,80856.0,71207.0
1360528256,59189.0,24066.0,80800.0,71111.0
1360548245,59189.0,24068.0,80809.0,71009.0
1360567424,59201.0,24082.0,80849.0,70904.0
1360587413,59230.0,24098.0,80884.0,70818.0
1360607488,59242.0,24103.0,80892.0,70789.0
1360627477,59261.0,24117.0,80928.0,70797.0
1360647424,59245.0,24103.0,80915.0,70912.0
1360667413,59245.0,24110.0,80901.0,70937.0
1360687360,59229.0,24106.0,80854.0,70989.0
1360707349,59220.0,24097.0,80863.0,71006.0
1360727424,59217.0,24110.0,80884.0,70994.0
1360747413,59226.0,24122.0,80904.0,70948.0
1360767360,59229.0,24119.0,80877.0,70923.0
1360787349,59241.0,24129.0,80883.0,70881.0
1360807296,59245.0,24132.0,80883.0,70859.0
1360827285,59256.0,24145.0,80899.0,70806.0
1360847360,59267.0,24147.0,80851.0,70810.0
1360867349,59253.0,24144.0,80863.0,70796.0
1360887296,59236.0,24151.0,80899.0,70739.0
1360907285,59257.0,24159.0,80925.0,70674.0
1360927360,59250.0,24161.0,80933.0,70645.0
1360947349,59246.0,24159.0,80954.0,70607.0
1360967296,59229.0,24150.0,80917.0,70608.0
1360987285,59209.0,24132.0,80858.0,70594.0
1361007232,59212.0,24136.0,80852.0,70603.0
1361027221,59216.0,24149.0,80888.0,70607.0
1361047168,59262.0,24162.0,80936.0,70602.0
