timestamp,RED,IR,GREEN,AMBIENT
1046824768,60022.0,24103.0,81062.0,92571.0
1046844757,59993.0,24082.0,81008.0,94798.0
1046864704,59998.0,24091.0,81027.0,95852.0
1046884693,60006.0,24092.0,81049.0,95877.0
1046904704,60067.0,24118.0,81119.0,96222.0
1046924693,60099.0,24136.0,81175.0,96055.0
1046944704,60049.0,24108.0,81107.0,95455.0
1046964693,60024.0,24102.0,81060.0,95482.0
1046984640,60008.0,24099.0,81049.0,95194.0
1047004629,60023.0,24098.0,81047.0,94713.0
1047024640,60002.0,24087.0,81018.0,94506.0
1047044629,60003.0,24091.0,81040.0,94222.0
1047064640,60001.0,24085.0,81032.0,93589.0
1047084629,60015.0,24097.0,81049.0,92579.0
1047104576,60013.0,24090.0,81035.0,91500.0
1047124565,59976.0,24093.0,81001.0,90635.0
1047144576,59974.0,24083.0,80998.0,89630.0
1047164565,59958.0,24076.0,80963.0,89010.0
1047184576,59919.0,24049.0,80911.0,87919.0
1047204565,59869.0,24032.0,80843.0,86815.0
1047224576,59857.0,24024.0,80822.0,85273.0
1047244565,59914.0,24060.0,80906.0,84485.0
1047264512,59863.0,24033.0,80843.0,84391.0
1047284501,59771.0,23987.0,80740.0,83818.0
1047284608,59701.0,23942.0,80655.0,83139.0
1047304597,59764.0,23971.0,80739.0,82636.0
1047324608,59840.0,24020.0,80842.0,82180.0
1047345536,59846.0,24012.0,80831.0,80648.0
1047365525,59838.0,24015.0,80824.0,79583.0
1047385536,59814.0,24003.0,80788.0,78721.0
1047405568,59823.0,24017.0,80843.0,77929.0
1047425557,59854.0,24027.0,80868.0,77371.0
1047445568,59880.0,24042.0,80923.0,76371.0
1047465557,59927.0,24081.0,80993.0,76218.0
1047485632,59963.0,24109.0,81036.0,75577.0
1047505621,59993.0,24116.0,81078.0,75007.0
1047525760,59960.0,24097.0,81039.0,74828.0
1047545749,59915.0,24076.0,80962.0,74597.0
1047565696,59921.0,24084.0,80984.0,74426.0
1047585685,59937.0,24091.0,81007.0,73947.0
1047605760,59938.0,24092.0,81005.0,73344.0
1047625749,59962.0,24115.0,81038.0,73008.0
1047645760,60039.0,24151.0,81158.0,72560.0
1047665749,60034.0,24156.0,81150.0,72249.0
1047685824,59964.0,24111.0,81024.0,71876.0
1047705813,59921.0,24083.0,80988.0,71565.0
1047725888,59973.0,24121.0,81067.0,71141.0
1047745877,59958.0,24109.0,81038.0,70860.0
1047765888,59931.0,24111.0,81015.0,70678.0
1047785877,59957.0,24137.0,81088.0,70489.0
1047805952,59962.0,24136.0,81096.0,70305.0
1047825941,59935.0,24116.0,81042.0,69925.0
1047846016,59904.0,24097.0,81005.0,69452.0
1047866005,59882.0,24079.0,80967.0,69012.0
1047886144,59830.0,24052.0,80886.0,68320.0
1047906133,59780.0,24027.0,80835.0,67787.0
1047926080,59752.0,24003.0,80790.0,67473.0
1047946069,59714.0,23985.0,80728.0,67251.0
1047966080,59652.0,23945.0,80635.0,66831.0
1047986069,59576.0,23904.0,80569.0,66454.0
1048006144,59708.0,23976.0,80744.0,66081.0
1048026133,59745.0,24003.0,80780.0,65802.0
1048046208,59641.0,23954.0,80642.0,65284.0
1048066197,59623.0,23942.0,80632.0,64943.0
1048086208,59653.0,23951.0,80669.0,64784.0
1048106197,59701.0,23985.0,80752.0,64885.0
1048126272,59770.0,24025.0,80838.0,64907.0
1048146261,59743.0,23999.0,80778.0,64779.0
1048166272,59632.0,23938.0,80658.0,64305.0
1048186261,59690.0,23973.0,80757.0,64228.0
1048206336,59820.0,24052.0,80954.0,64466.0
1048226325,59835.0,24051.0,80949.0,64284.0
1048246400,59765.0,24023.0,80861.0,63519.0
1048266389,59674.0,23982.0,80743.0,62823.0
1048286400,59612.0,23960.0,80683.0,62135.0
1048306389,59635.0,23979.0,80733.0,61667.0
1048326464,59695.0,24004.0,80815.0,61128.0
1048346453,59697.0,24008.0,80818.0,60635.0
1048366464,59652.0,23979.0,80775.0,60107.0
1048386453,59546.0,23906.0,80648.0,59642.0
1048406528,59525.0,23898.0,80612.0,59026.0
1048426517,59459.0,23854.0,80543.0,58290.0
1048446592,59439.0,23853.0,80512.0,57555.0
1048466581,59488.0,23881.0,80579.0,57384.0
1048486592,59465.0,23863.0,80577.0,57099.0
1048506581,59385.0,23828.0,80510.0,56953.0
1048526720,59433.0,23856.0,80605.0,56315.0
1048546709,59460.0,23864.0,80650.0,56346.0
1048566720,59479.0,23877.0,80665.0,56722.0
1048586709,59404.0,23839.0,80598.0,56891.0
1048606784,59410.0,23856.0,80578.0,56810.0
1048626773,59505.0,23916.0,80679.0,56807.0
1048645760,59470.0,23892.0,80613.0,56521.0
1048665749,59399.0,23852.0,80565.0,55880.0
1048685760,59455.0,23894.0,80605.0,55557.0
1048705749,59428.0,23884.0,80548.0,55571.0
1048725760,59387.0,23850.0,80514.0,55679.0
1048745749,59423.0,23876.0,80598.0,55663.0
1048765696,59413.0,23871.0,80577.0,55812.0
1048785685,59385.0,23862.0,80537.0,55903.0
1048805696,59383.0,23870.0,80545.0,55585.0
1048825685,59446.0,23903.0,80605.0,54889.0
1048845696,59423.0,23884.0,80579.0,54263.0
1048865685,59420.0,23884.0,80580.0,53898.0
1048885632,59377.0,23849.0,80534.0,53557.0
1048905621,59304.0,23807.0,80465.0,52924.0
1048925632,59276.0,23792.0,80445.0,52190.0
1048945621,59302.0,23796.0,80478.0,51844.0
1048965696,59314.0,23811.0,80500.0,51702.0
1048985685,59327.0,23819.0,80530.0,51249.0
1049005568,59299.0,23805.0,80497.0,50856.0
1049025557,59321.0,23813.0,80516.0,50744.0
1049045568,59316.0,23819.0,80522.0,50794.0
1049065557,59308.0,23811.0,80526.0,50669.0
1049085568,59359.0,23846.0,80547.0,50646.0
