timestamp,Pressure
828067962,101253.7734375
828227966,101249.71875
828387969,101250.7421875
828547973,101238.59375
828707977,101257.8671875
828868072,101241.6640625
829027984,101241.6640625
829187988,101254.84375
829347991,101243.71875
829507995,101256.890625
829668090,101240.6875
829828002,101251.8203125
829988006,101251.8203125
830148010,101245.765625
830308135,101272.1171875
830468017,101247.8125
830630126,101247.8125
830788024,101248.8359375
830948028,101253.9140625
831108398,101258.9921875
831268035,101243.765625
831428039,101264.0703125
831588043,101251.9140625
831748046,101248.890625
831908050,101237.7578125
832068115,101262.0625
832228088,101245.859375
832388092,101251.9609375
832548187,101250.9375
832708099,101247.90625
832868072,101243.859375
833028106,101247.90625
833188293,101239.8046875
833348144,101249.9609375
833508026,101250.984375
833668304,101242.8828125
833828430,101248.984375
833988861,101243.90625
834148742,101257.0859375
834308898,101253.03125
834468109,101248.0
834630462,101256.109375
834788177,101252.0546875
834948150,101250.0546875
835108154,101248.046875
835268127,101223.7421875
835428100,101265.28125
835588500,101253.125
835748138,101246.046875
835908142,101250.1015625
836068145,101250.1015625
836228149,101249.1171875
836388153,101228.859375
836548187,101237.9921875
836708221,101250.1484375
836868347,101258.296875
837028503,101242.0859375
837188201,101245.1171875
837348205,101251.2109375
837508270,101254.2890625
837668212,101257.3125
837828216,101254.2890625
837988189,101240.125
838148162,101248.234375
838308197,101256.3359375
838468200,101258.3828125
838630157,101256.3828125
838788208,101256.3828125
838948272,101256.3828125
839108215,101257.40625
839268218,101253.3515625
839428222,101242.21875
839588226,101248.3203125
839748229,101253.3984375
839908233,101254.421875
840068237,101252.421875
840228240,101249.390625
840388305,101253.4453125
840548248,101249.390625
840708251,101254.46875
840868255,101260.5703125
841028259,101260.5703125
841188262,101265.6484375
841348266,101262.6171875
841508270,101256.5625
841668273,101253.53125
841828308,101256.5625
841988281,101251.5234375
842148284,101252.546875
842308288,101259.6328125
842468292,101262.703125
842630249,101252.546875
842788330,101231.296875
842948303,101246.4921875
843108337,101251.5703125
843268432,101248.5390625
843428314,101240.4296875
843588287,101266.796875
843748321,101243.5
843908325,101243.5
844068328,101249.6015625
844228332,101250.625
844388336,101254.6796875
844548339,101264.8359375
844708465,101264.8359375
844868347,101248.625
845028350,101261.8046875
845188354,101229.375
845348358,101243.5859375
845508483,101244.609375
845668365,101268.9375
845828369,101259.8046875
845988372,101238.546875
846148498,101251.6953125
846308380,101233.46875
846468383,101256.8125
846630371,101255.7890625
846788391,101240.59375
846948425,101233.515625
847108459,101243.671875
847268585,101239.5703125
847428741,101244.6953125
847588531,101251.7734375
847748443,101256.8515625
847908416,101237.609375
848068481,101260.90625
848228424,101240.640625
848388580,101247.765625
848548431,101240.6796875
848708435,101240.6796875
848868469,101250.796875
849028594,101248.7890625
849188476,101252.84375
849348449,101254.890625
849508483,101249.8125
849668487,101258.9453125
849828613,101267.0546875
849988555,101251.859375
850148468,101252.8828125
850308471,101251.859375
850468566,101253.90625
850630126,101262.015625
850788482,101262.015625
850948486,101256.9375
851108489,101270.125
851269348,101250.875
851429107,101245.796875
851589019,101258.984375
851748901,101246.8203125
851908996,101258.984375
852068756,101248.8671875
852228668,101243.7890625
852388580,101235.6796875
852548553,101232.6484375
852708557,101268.1171875
852868499,101150.53125
853028503,101321.8515625
853188507,101236.703125
853348693,101258.0
853508605,101233.671875
853668548,101264.1015625
853828582,101241.78125
853988586,101282.328125
854148590,101258.0
854308563,101267.1328125
854468566,101254.96875
854630249,101273.1953125
854788696,101239.7734375
854948577,101261.0703125
855108581,101247.8828125
855268585,101246.859375
855428588,101251.9375
855588745,101250.9140625
855748596,101268.15625
855908630,101228.6328125
856068634,101280.3203125
856228759,101229.65625
856388763,101269.1796875
856548614,101252.9609375
856708618,101261.0703125
856868621,101220.5234375
857028747,101240.796875
857188629,101258.0390625
857348632,101309.734375
857508605,101206.3515625
857668914,101263.1171875
857828948,101257.015625
857988647,101269.1796875
858148681,101259.0625
858308654,101244.8515625
858468780,101265.1640625
858630126,101268.1953125
858788665,101267.171875
858948638,101248.9453125
859108825,101259.0625
859268676,101253.0
859428680,101261.109375
859588684,101271.2265625
859748687,101259.0625
859908813,101243.8671875
860068695,101261.109375
860228698,101256.03125
860388702,101244.890625
860548797,101263.1171875
860708709,101257.0546875
860868713,101264.140625
861028717,101267.171875
861188690,101247.921875
861348846,101247.921875
861508728,101257.0546875
861668731,101257.0546875
861828735,101257.0546875
861988830,101239.8125
862148742,101257.0546875
862308746,101257.0546875
862468750,101259.0625
862630249,101260.0859375
862788848,101261.109375
862948760,101260.0859375
863108764,101261.109375
863268768,101264.140625
863428955,101271.2265625
863588897,101260.0859375
863748809,101255.0078125
863908782,101264.140625
864068817,101255.0078125
864228881,101267.171875
864389038,101257.0546875
864548797,101280.3671875
864708801,101265.1640625
864868957,101275.28125
865028900,101263.1171875
865188812,101265.125
865348815,101257.015625
865508819,101236.7421875
865668945,101269.1796875
865828826,101265.125
865988830,101273.234375
866148834,101275.2421875
866308959,101275.2421875
866468933,101256.9765625
866630157,101254.96875
866788848,101259.0234375
866948852,101256.9765625
867108978,101263.078125
867268859,101256.9765625
867428863,101274.21875
867588867,101273.1953125
867749053,101271.1484375
