timestamp,RED,IR,GREEN,AMBIENT
1776093445518840,45432.0,17713.0,55530.0,26383.0
1776093445538829,45315.0,17648.0,55367.0,26337.0
1776093445558818,45300.0,17631.0,55364.0,26191.0
1776093445578807,45369.0,17668.0,55465.0,25990.0
1776093445598796,45316.0,17630.0,55395.0,25823.0
1776093445618785,45405.0,17669.0,55516.0,25628.0
1776093445638774,45417.0,17677.0,55532.0,25444.0
1776093445658763,45420.0,17664.0,55517.0,25263.0
1776093445678752,45361.0,17634.0,55453.0,25129.0
1776093445698741,45392.0,17651.0,55494.0,25005.0
1776093445718730,45407.0,17654.0,55504.0,24892.0
1776093445738719,45403.0,17658.0,55496.0,24776.0
1776093445758708,45460.0,17680.0,55583.0,24655.0
1776093445778697,45413.0,17658.0,55514.0,24510.0
1776093445798686,45456.0,17679.0,55564.0,24337.0
1776093445818675,45471.0,17690.0,55577.0,24129.0
1776093445838664,45450.0,17685.0,55556.0,23895.0
1776093445858653,45506.0,17714.0,55631.0,23633.0
1776093445878642,45442.0,17683.0,55526.0,23351.0
1776093445898631,45388.0,17657.0,55461.0,23048.0
1776093445918621,45492.0,17713.0,55616.0,22774.0
1776093445938610,45499.0,17725.0,55594.0,22561.0
1776093445958599,45441.0,17694.0,55538.0,22396.0
1776093445978588,45547.0,17749.0,55681.0,22233.0
1776093445998577,45611.0,17782.0,55746.0,22095.0
1776093446018566,45541.0,17743.0,55668.0,22021.0
1776093446038555,45522.0,17729.0,55635.0,21914.0
1776093446058544,45374.0,17642.0,55450.0,21814.0
1776093446078533,45331.0,17618.0,55418.0,21707.0
1776093446098522,45510.0,17698.0,55639.0,21629.0
1776093446118511,45357.0,17604.0,55421.0,21717.0
1776093446138500,45331.0,17594.0,55414.0,21794.0
1776093446158489,45395.0,17617.0,55480.0,21834.0
1776093446178478,45259.0,17548.0,55297.0,21969.0
1776093446198467,45239.0,17535.0,55269.0,22153.0
1776093446218456,45154.0,17482.0,55146.0,22247.0
1776093446238445,44987.0,17403.0,54942.0,22272.0
1776093446258434,45190.0,17502.0,55191.0,22257.0
1776093446278423,45132.0,17476.0,55144.0,22379.0
1776093446298412,45440.0,17628.0,55529.0,22444.0
1776093446318401,45067.0,17428.0,55014.0,22573.0
1776093446338390,45463.0,17634.0,55581.0,22568.0
1776093446358379,45466.0,17628.0,55530.0,22647.0
1776093446378368,45284.0,17543.0,55313.0,22723.0
1776093446398357,45290.0,17540.0,55312.0,22778.0
1776093446418346,45202.0,17505.0,55192.0,22845.0
1776093446438335,45335.0,17582.0,55386.0,22852.0
1776093446458324,45530.0,17685.0,55605.0,22855.0
1776093446478313,45276.0,17559.0,55269.0,22958.0
1776093446498302,45515.0,17692.0,55602.0,23032.0
1776093446518291,45368.0,17617.0,55396.0,23286.0
1776093446538280,45447.0,17670.0,55535.0,23509.0
1776093446558269,45499.0,17690.0,55594.0,23752.0
1776093446578258,45352.0,17604.0,55393.0,24058.0
1776093446598247,45226.0,17539.0,55246.0,24328.0
1776093446618236,44950.0,17395.0,54855.0,24587.0
