timestamp,Temperature
1776093445589458,22.446123123168945
1776093445749462,22.446123123168945
1776093445909587,22.455062866210938
1776093446069438,22.455062866210938
1776093446229442,22.455062866210938
1776093446389446,22.464004516601562
1776093446549449,22.455062866210938
1776093446709453,22.464004516601562
1776093446869457,22.464004516601562
1776093447029460,22.472944259643555
1776093447189464,22.48188591003418
1776093447349590,22.468475341796875
1776093447509471,22.486356735229492
1776093447669475,22.48188591003418
1776093447829479,22.486356735229492
1776093447989482,22.490825653076172
1776093448149486,22.486356735229492
1776093448309490,22.495296478271484
1776093448469402,22.490825653076172
1776093448629497,22.490825653076172
1776093448789623,22.499767303466797
1776093448949504,22.495296478271484
1776093449109508,22.50423812866211
1776093449269512,22.50870704650879
1776093449429515,22.50870704650879
1776093449589519,22.5131778717041
1776093449749523,22.517648696899414
1776093449909526,22.5131778717041
1776093450069530,22.5131778717041
1776093450229656,22.526588439941406
1776093450389537,22.526588439941406
1776093450549541,22.53105926513672
1776093450709545,22.53105926513672
1776093450869548,22.53105926513672
1776093451029552,22.53553009033203
1776093451189556,22.53553009033203
1776093451349559,22.544469833374023
1776093451509563,22.53553009033203
1776093451669689,22.53999900817871
1776093451829692,22.55341148376465
1776093451989574,22.55341148376465
1776093452149608,22.557880401611328
1776093452309551,22.557880401611328
1776093452469859,22.55341148376465
1776093452629924,22.55341148376465
1776093452789623,22.55341148376465
1776093452949626,22.571290969848633
1776093453109752,22.571290969848633
1776093453270091,22.571290969848633
1776093453429637,22.566822052001953
1776093453589672,22.571290969848633
1776093453749645,22.566822052001953
1776093453909801,22.580232620239258
1776093454069621,22.575761795043945
1776093454229625,22.571290969848633
1776093454389629,22.58917236328125
1776093454549632,22.584701538085938
1776093454709636,22.58917236328125
1776093454869640,22.58917236328125
1776093455029643,22.593643188476562
1776093455189647,22.598114013671875
1776093455349773,22.598114013671875
1776093455509654,22.598114013671875
1776093455669658,22.598114013671875
1776093455829662,22.607053756713867
1776093455989818,22.607053756713867
1776093456149669,22.607053756713867
1776093456309673,22.607053756713867
1776093456469676,22.607053756713867
1776093456629680,22.61599349975586
1776093456789806,22.61599349975586
1776093456949687,22.620464324951172
1776093457109691,22.61599349975586
1776093457269695,22.620464324951172
1776093457429851,22.620464324951172
1776093457589702,22.620464324951172
1776093457749706,22.633874893188477
1776093457909709,22.620464324951172
1776093458069713,22.633874893188477
1776093458229717,22.633874893188477
1776093458389720,22.64281463623047
1776093458549724,22.629404067993164
1776093458709728,22.633874893188477
1776093458869853,22.633874893188477
1776093459029735,22.64281463623047
1776093459189739,22.651756286621094
1776093459349742,22.651756286621094
1776093459509746,22.64728546142578
1776093459669750,22.64281463623047
1776093459829753,22.651756286621094
1776093459989757,22.651756286621094
1776093460149761,22.651756286621094
1776093460309764,22.656225204467773
1776093460469768,22.656225204467773
1776093460629772,22.656225204467773
1776093460789775,22.6651668548584
1776093460949687,22.6651668548584
1776093461109844,22.656225204467773
1776093461269695,22.660696029663086
1776093461429698,22.669635772705078
1776093461589702,22.6651668548584
1776093461749706,22.669635772705078
1776093461909709,22.669635772705078
1776093462069927,22.669635772705078
1776093462229808,22.669635772705078
1776093462389842,22.669635772705078
1776093462550090,22.678577423095703
1776093462709911,22.669635772705078
1776093462870006,22.67410659790039
1776093463030162,22.678577423095703
1776093463190013,22.67410659790039
1776093463349895,22.67410659790039
1776093463509838,22.678577423095703
1776093463669902,22.669635772705078
1776093463829936,22.67410659790039
1776093463989879,22.67410659790039
1776093464151317,22.678577423095703
1776093464311199,22.67410659790039
1776093464471080,22.669635772705078
1776093464631481,22.669635772705078
1776093464791423,22.669635772705078
1776093464951549,22.678577423095703
1776093465111766,22.678577423095703
1776093465271984,22.678577423095703
1776093465432109,22.678577423095703
1776093465591869,22.678577423095703
1776093465750774,22.683046340942383
1776093465910747,22.687517166137695
1776093466070690,22.687517166137695
1776093466230754,22.687517166137695
1776093466390544,22.678577423095703
1776093466549938,22.687517166137695
1776093466709941,22.683046340942383
1776093466869914,22.683046340942383
1776093467029918,22.687517166137695
1776093467189830,22.687517166137695
1776093467350261,22.687517166137695
1776093467510051,22.687517166137695
1776093467669933,22.687517166137695
1776093467829936,22.683046340942383
1776093467989940,22.678577423095703
1776093468149944,22.678577423095703
1776093468309947,22.687517166137695
1776093468469951,22.687517166137695
1776093468630168,22.687517166137695
1776093468789958,22.687517166137695
1776093468949962,22.687517166137695
1776093469109966,22.687517166137695
1776093469269969,22.687517166137695
1776093469429973,22.687517166137695
1776093469589977,22.687517166137695
1776093469749889,22.687517166137695
1776093469909892,22.687517166137695
1776093470069988,22.687517166137695
1776093470229991,22.696456909179688
