timestamp,RED,IR,GREEN,AMBIENT
1776091862858623,96940.0,36290.0,128945.0,26739.0
1776091862878612,96879.0,36245.0,128841.0,26767.0
1776091862898601,96586.0,36140.0,128396.0,26894.0
1776091862918590,96332.0,36050.0,128056.0,26933.0
1776091862938579,96256.0,36005.0,127963.0,26777.0
1776091862958568,96191.0,35960.0,127849.0,26598.0
1776091862978557,96094.0,35922.0,127686.0,26470.0
1776091862998546,95922.0,35851.0,127418.0,26409.0
1776091863018535,95796.0,35791.0,127228.0,26364.0
1776091863038524,95733.0,35777.0,127145.0,26402.0
1776091863058513,95733.0,35779.0,127132.0,26397.0
1776091863078502,95659.0,35738.0,127005.0,26414.0
1776091863098522,95518.0,35693.0,126798.0,26455.0
1776091863118511,95431.0,35662.0,126678.0,26450.0
1776091863138469,95540.0,35707.0,126843.0,26319.0
1776091863158458,95678.0,35765.0,127065.0,26163.0
1776091863178447,95849.0,35826.0,127317.0,25919.0
1776091863198436,95954.0,35840.0,127520.0,25586.0
1776091863218425,96238.0,35920.0,128020.0,25118.0
1776091863238414,96328.0,35893.0,128177.0,24634.0
1776091863258403,96288.0,35823.0,128148.0,24114.0
1776091863278392,96318.0,35801.0,128233.0,23513.0
1776091863298442,96354.0,35789.0,128364.0,22804.0
1776091863318431,96523.0,35836.0,128667.0,22100.0
1776091863338359,96663.0,35877.0,128955.0,21540.0
1776091863358348,96828.0,35957.0,129248.0,21200.0
1776091863378337,97045.0,36053.0,129615.0,20929.0
1776091863398326,97230.0,36123.0,129934.0,20616.0
1776091863418315,97578.0,36258.0,130443.0,20326.0
1776091863438304,97817.0,36359.0,130792.0,20139.0
1776091863458293,98051.0,36484.0,131160.0,20060.0
1776091863478282,98115.0,36523.0,131229.0,20011.0
1776091863498271,98197.0,36577.0,131353.0,19952.0
1776091863518260,98183.0,36598.0,131347.0,19929.0
1776091863538249,98221.0,36629.0,131374.0,19938.0
1776091863558238,98310.0,36685.0,131498.0,19929.0
1776091863578227,98293.0,36667.0,131435.0,19874.0
1776091863598216,98345.0,36701.0,131494.0,19877.0
1776091863618205,98273.0,36701.0,131343.0,19998.0
1776091863638194,98262.0,36724.0,131319.0,20077.0
1776091863658183,98459.0,36840.0,131550.0,20207.0
1776091863678172,98428.0,36833.0,131436.0,20291.0
1776091863698162,98326.0,36809.0,131193.0,20454.0
1776091863718151,98023.0,36691.0,130649.0,20683.0
1776091863738262,97759.0,36610.0,130182.0,20923.0
1776091863758251,97605.0,36577.0,129932.0,21188.0
1776091863778118,97088.0,36331.0,129161.0,21419.0
1776091863798107,97002.0,36260.0,129050.0,21658.0
1776091863818096,96979.0,36185.0,129009.0,21844.0
1776091863838085,96944.0,36086.0,128980.0,21837.0
1776091863858074,97146.0,36115.0,129317.0,21869.0
1776091863878063,97244.0,36108.0,129498.0,21987.0
1776091863898052,97317.0,36101.0,129606.0,22145.0
1776091863918041,97436.0,36113.0,129805.0,22234.0
1776091863938030,97466.0,36114.0,129827.0,22350.0
1776091863958019,97297.0,36054.0,129538.0,22504.0
1776091863978008,97316.0,36070.0,129552.0,22548.0
1776091863997997,97285.0,36071.0,129510.0,22520.0
1776091864017986,97442.0,36146.0,129760.0,22354.0
1776091864037975,97417.0,36159.0,129681.0,22281.0
1776091864057964,97183.0,36103.0,129255.0,22329.0
1776091864077953,97186.0,36139.0,129257.0,22209.0
1776091864097942,97255.0,36183.0,129358.0,22128.0
1776091864117931,97125.0,36146.0,129117.0,22246.0
1776091864137920,97309.0,36201.0,129442.0,22113.0
1776091864157909,97574.0,36323.0,129871.0,22009.0
1776091864177898,97686.0,36365.0,130021.0,21882.0
1776091864197887,97434.0,36255.0,129557.0,21769.0
1776091864217876,97065.0,36125.0,128919.0,21832.0
1776091864237865,96999.0,36103.0,128866.0,21663.0
1776091864257854,97142.0,36146.0,129080.0,21382.0
1776091864277843,97093.0,36141.0,128958.0,21317.0
1776091864297832,96801.0,36030.0,128442.0,21313.0
1776091864317821,96547.0,35939.0,128005.0,21321.0
1776091864337810,96610.0,35980.0,128112.0,21216.0
1776091864357799,96765.0,36046.0,128335.0,21013.0
1776091864377788,96730.0,36022.0,128289.0,20825.0
1776091864397777,96671.0,36019.0,128244.0,20797.0
1776091864417766,96494.0,35932.0,127981.0,20795.0
1776091864437755,96280.0,35828.0,127696.0,20655.0
1776091864457744,96283.0,35805.0,127738.0,20433.0
1776091864477733,96390.0,35829.0,127905.0,20291.0
1776091864497722,96369.0,35791.0,127853.0,20232.0
